	sent_index	word_index	word	region	condition
110	6	7	handed	verb	that_no-gap_obj_no-emb
111	6	8	a	object	that_no-gap_obj_no-emb
112	6	9	wad	object	that_no-gap_obj_no-emb
113	6	10	of	object	that_no-gap_obj_no-emb
114	6	11	cash	object	that_no-gap_obj_no-emb
115	6	12	to	to	that_no-gap_obj_no-emb
116	6	13	the	goal	that_no-gap_obj_no-emb
117	6	14	man	goal	that_no-gap_obj_no-emb
118	6	15	in	goal	that_no-gap_obj_no-emb
119	6	16	the	goal	that_no-gap_obj_no-emb
120	6	17	trench	goal	that_no-gap_obj_no-emb
121	6	18	coat	goal	that_no-gap_obj_no-emb
122	6	19	just	temporal_modifier	that_no-gap_obj_no-emb
123	6	20	a	temporal_modifier	that_no-gap_obj_no-emb
124	6	21	few	temporal_modifier	that_no-gap_obj_no-emb
125	6	22	minutes	temporal_modifier	that_no-gap_obj_no-emb
126	6	23	ago	temporal_modifier	that_no-gap_obj_no-emb
127	6	25	.	End	that_no-gap_obj_no-emb
128	6	26	<eos>	End	that_no-gap_obj_no-emb
129	7	0	We	prefix	that_no-gap_obj_no-emb
130	7	1	all	prefix	that_no-gap_obj_no-emb
131	7	2	know	prefix	that_no-gap_obj_no-emb
132	7	3	that	that	that_no-gap_obj_no-emb
133	7	4	the	subj	that_no-gap_obj_no-emb
134	7	5	investor	subj	that_no-gap_obj_no-emb
135	7	6	lent	verb	that_no-gap_obj_no-emb
136	7	7	a	object	that_no-gap_obj_no-emb
137	7	8	lot	object	that_no-gap_obj_no-emb
138	7	9	of	object	that_no-gap_obj_no-emb
139	7	10	money	object	that_no-gap_obj_no-emb
140	7	11	to	to	that_no-gap_obj_no-emb
141	7	12	his	goal	that_no-gap_obj_no-emb
142	7	13	daughter	goal	that_no-gap_obj_no-emb
143	7	14	after	temporal_modifier	that_no-gap_obj_no-emb
144	7	15	the	temporal_modifier	that_no-gap_obj_no-emb
145	7	16	housing	temporal_modifier	that_no-gap_obj_no-emb
146	7	17	market	temporal_modifier	that_no-gap_obj_no-emb
147	7	18	crashed	temporal_modifier	that_no-gap_obj_no-emb
148	7	20	.	End	that_no-gap_obj_no-emb
149	7	21	<eos>	End	that_no-gap_obj_no-emb
150	8	0	I	prefix	that_no-gap_obj_no-emb
151	8	1	know	prefix	that_no-gap_obj_no-emb
152	8	2	that	that	that_no-gap_obj_no-emb
153	8	3	the	subj	that_no-gap_obj_no-emb
154	8	4	sad	subj	that_no-gap_obj_no-emb
155	8	5	businessman	subj	that_no-gap_obj_no-emb
156	8	6	repaid	verb	that_no-gap_obj_no-emb
157	8	7	his	object	that_no-gap_obj_no-emb
158	8	8	debt	object	that_no-gap_obj_no-emb
159	8	9	to	to	that_no-gap_obj_no-emb
160	8	10	the	goal	that_no-gap_obj_no-emb
161	8	11	mafia	goal	that_no-gap_obj_no-emb
162	8	12	kingpin	goal	that_no-gap_obj_no-emb
163	8	13	when	temporal_modifier	that_no-gap_obj_no-emb
164	8	14	he	temporal_modifier	that_no-gap_obj_no-emb
165	8	15	had	temporal_modifier	that_no-gap_obj_no-emb
166	8	16	enough	temporal_modifier	that_no-gap_obj_no-emb
167	8	17	money	temporal_modifier	that_no-gap_obj_no-emb
168	8	19	.	End	that_no-gap_obj_no-emb
169	8	20	<eos>	End	that_no-gap_obj_no-emb
170	9	0	The	prefix	that_no-gap_obj_no-emb
171	9	1	newspaper	prefix	that_no-gap_obj_no-emb
172	9	2	reported	prefix	that_no-gap_obj_no-emb
173	9	3	that	that	that_no-gap_obj_no-emb
174	9	4	the	subj	that_no-gap_obj_no-emb
175	9	5	administrator	subj	that_no-gap_obj_no-emb
176	9	6	promised	verb	that_no-gap_obj_no-emb
177	9	7	a	object	that_no-gap_obj_no-emb
178	9	8	good	object	that_no-gap_obj_no-emb
179	9	9	retirement	object	that_no-gap_obj_no-emb
180	9	10	plan	object	that_no-gap_obj_no-emb
181	9	11	to	to	that_no-gap_obj_no-emb
182	9	12	the	goal	that_no-gap_obj_no-emb
183	9	13	factory	goal	that_no-gap_obj_no-emb
184	9	14	workers	goal	that_no-gap_obj_no-emb
185	9	15	during	temporal_modifier	that_no-gap_obj_no-emb
186	9	16	the	temporal_modifier	that_no-gap_obj_no-emb
187	9	17	speech	temporal_modifier	that_no-gap_obj_no-emb
188	9	19	.	End	that_no-gap_obj_no-emb
189	9	20	<eos>	End	that_no-gap_obj_no-emb
190	10	0	Her	prefix	that_no-gap_obj_no-emb
191	10	1	friend	prefix	that_no-gap_obj_no-emb
192	10	2	found	prefix	that_no-gap_obj_no-emb
193	10	3	out	prefix	that_no-gap_obj_no-emb
194	10	4	that	that	that_no-gap_obj_no-emb
195	10	5	the	subj	that_no-gap_obj_no-emb
196	10	6	evil	subj	that_no-gap_obj_no-emb
197	10	7	businessman	subj	that_no-gap_obj_no-emb
198	10	8	sold	verb	that_no-gap_obj_no-emb
199	10	9	a	object	that_no-gap_obj_no-emb
200	10	10	broken	object	that_no-gap_obj_no-emb
201	10	11	car	object	that_no-gap_obj_no-emb
202	10	12	to	to	that_no-gap_obj_no-emb
203	10	13	the	goal	that_no-gap_obj_no-emb
204	10	14	innocent	goal	that_no-gap_obj_no-emb
205	10	15	couple	goal	that_no-gap_obj_no-emb
206	10	16	yesterday	temporal_modifier	that_no-gap_obj_no-emb
207	10	18	.	End	that_no-gap_obj_no-emb
208	10	19	<eos>	End	that_no-gap_obj_no-emb
209	11	0	I	prefix	that_no-gap_obj_no-emb
210	11	1	realized	prefix	that_no-gap_obj_no-emb
211	11	2	that	that	that_no-gap_obj_no-emb
212	11	3	the	subj	that_no-gap_obj_no-emb
213	11	4	foreign	subj	that_no-gap_obj_no-emb
214	11	5	visitor	subj	that_no-gap_obj_no-emb
215	11	6	told	verb	that_no-gap_obj_no-emb
216	11	7	a	object	that_no-gap_obj_no-emb
217	11	8	joke	object	that_no-gap_obj_no-emb
218	11	9	to	to	that_no-gap_obj_no-emb
219	11	10	the	goal	that_no-gap_obj_no-emb
220	11	11	guests	goal	that_no-gap_obj_no-emb
221	11	12	over	temporal_modifier	that_no-gap_obj_no-emb
222	11	13	dinner	temporal_modifier	that_no-gap_obj_no-emb
223	11	15	.	End	that_no-gap_obj_no-emb
224	11	16	<eos>	End	that_no-gap_obj_no-emb
225	12	0	The	prefix	that_no-gap_obj_no-emb
226	12	1	novel	prefix	that_no-gap_obj_no-emb
227	12	2	revealed	prefix	that_no-gap_obj_no-emb
228	12	3	that	that	that_no-gap_obj_no-emb
229	12	4	the	subj	that_no-gap_obj_no-emb
230	12	5	suffering	subj	that_no-gap_obj_no-emb
231	12	6	artist	subj	that_no-gap_obj_no-emb
232	12	7	created	verb	that_no-gap_obj_no-emb
233	12	8	a	object	that_no-gap_obj_no-emb
234	12	9	painting	object	that_no-gap_obj_no-emb
235	12	10	about	to	that_no-gap_obj_no-emb
236	12	11	tragic	goal	that_no-gap_obj_no-emb
237	12	12	love	goal	that_no-gap_obj_no-emb
238	12	13	last	temporal_modifier	that_no-gap_obj_no-emb
239	12	14	winter	temporal_modifier	that_no-gap_obj_no-emb
240	12	16	.	End	that_no-gap_obj_no-emb
241	12	17	<eos>	End	that_no-gap_obj_no-emb
242	13	0	We	prefix	that_no-gap_obj_no-emb
243	13	1	all	prefix	that_no-gap_obj_no-emb
244	13	2	know	prefix	that_no-gap_obj_no-emb
245	13	3	that	that	that_no-gap_obj_no-emb
246	13	4	the	subj	that_no-gap_obj_no-emb
247	13	5	young	subj	that_no-gap_obj_no-emb
248	13	6	politician	subj	that_no-gap_obj_no-emb
249	13	7	said	verb	that_no-gap_obj_no-emb
250	13	8	a	object	that_no-gap_obj_no-emb
251	13	9	few	object	that_no-gap_obj_no-emb
252	13	10	remarks	object	that_no-gap_obj_no-emb
253	13	11	about	to	that_no-gap_obj_no-emb
254	13	12	immigration	goal	that_no-gap_obj_no-emb
255	13	13	a	temporal_modifier	that_no-gap_obj_no-emb
256	13	14	week	temporal_modifier	that_no-gap_obj_no-emb
257	13	15	before	temporal_modifier	that_no-gap_obj_no-emb
258	13	16	the	temporal_modifier	that_no-gap_obj_no-emb
259	13	17	voting	temporal_modifier	that_no-gap_obj_no-emb
260	13	19	.	End	that_no-gap_obj_no-emb
261	13	20	<eos>	End	that_no-gap_obj_no-emb
262	14	0	I	prefix	that_no-gap_obj_no-emb
263	14	1	know	prefix	that_no-gap_obj_no-emb
264	14	2	that	that	that_no-gap_obj_no-emb
265	14	3	the	subj	that_no-gap_obj_no-emb
266	14	4	young	subj	that_no-gap_obj_no-emb
267	14	5	professional	subj	that_no-gap_obj_no-emb
268	14	6	assembled	verb	that_no-gap_obj_no-emb
269	14	7	a	object	that_no-gap_obj_no-emb
270	14	8	fancy	object	that_no-gap_obj_no-emb
271	14	9	meal	object	that_no-gap_obj_no-emb
272	14	10	for	to	that_no-gap_obj_no-emb
273	14	11	his	goal	that_no-gap_obj_no-emb
274	14	12	parents	goal	that_no-gap_obj_no-emb
275	14	13	last	temporal_modifier	that_no-gap_obj_no-emb
276	14	14	night	temporal_modifier	that_no-gap_obj_no-emb
277	14	16	.	End	that_no-gap_obj_no-emb
278	14	17	<eos>	End	that_no-gap_obj_no-emb
279	15	0	My	prefix	that_no-gap_obj_no-emb
280	15	1	friends	prefix	that_no-gap_obj_no-emb
281	15	2	all	prefix	that_no-gap_obj_no-emb
282	15	3	know	prefix	that_no-gap_obj_no-emb
283	15	4	that	that	that_no-gap_obj_no-emb
284	15	5	the	subj	that_no-gap_obj_no-emb
285	15	6	businessman	subj	that_no-gap_obj_no-emb
286	15	7	left	verb	that_no-gap_obj_no-emb
287	15	8	her	object	that_no-gap_obj_no-emb
288	15	9	computer	object	that_no-gap_obj_no-emb
289	15	10	in	to	that_no-gap_obj_no-emb
290	15	11	the	goal	that_no-gap_obj_no-emb
291	15	12	office	goal	that_no-gap_obj_no-emb
292	15	13	this	temporal_modifier	that_no-gap_obj_no-emb
293	15	14	afternoon	temporal_modifier	that_no-gap_obj_no-emb
294	15	16	.	End	that_no-gap_obj_no-emb
295	15	17	<eos>	End	that_no-gap_obj_no-emb
296	16	0	The	prefix	that_no-gap_obj_no-emb
297	16	1	visitor	prefix	that_no-gap_obj_no-emb
298	16	2	said	prefix	that_no-gap_obj_no-emb
299	16	3	that	that	that_no-gap_obj_no-emb
300	16	4	the	subj	that_no-gap_obj_no-emb
301	16	5	elderly	subj	that_no-gap_obj_no-emb
302	16	6	lady	subj	that_no-gap_obj_no-emb
303	16	7	described	verb	that_no-gap_obj_no-emb
304	16	8	her	object	that_no-gap_obj_no-emb
305	16	9	morning	object	that_no-gap_obj_no-emb
306	16	10	routine	object	that_no-gap_obj_no-emb
307	16	11	to	to	that_no-gap_obj_no-emb
308	16	12	her	goal	that_no-gap_obj_no-emb
309	16	13	friends	goal	that_no-gap_obj_no-emb
310	16	14	during	temporal_modifier	that_no-gap_obj_no-emb
311	16	15	the	temporal_modifier	that_no-gap_obj_no-emb
312	16	16	card	temporal_modifier	that_no-gap_obj_no-emb
313	16	17	game	temporal_modifier	that_no-gap_obj_no-emb
314	16	19	.	End	that_no-gap_obj_no-emb
315	16	20	<eos>	End	that_no-gap_obj_no-emb
316	17	0	I	prefix	that_no-gap_obj_no-emb
317	17	1	know	prefix	that_no-gap_obj_no-emb
318	17	2	that	that	that_no-gap_obj_no-emb
319	17	3	the	subj	that_no-gap_obj_no-emb
320	17	4	single	subj	that_no-gap_obj_no-emb
321	17	5	mother	subj	that_no-gap_obj_no-emb
322	17	6	called	verb	that_no-gap_obj_no-emb
323	17	7	her	object	that_no-gap_obj_no-emb
324	17	8	father	object	that_no-gap_obj_no-emb
325	17	9	for	to	that_no-gap_obj_no-emb
326	17	10	advice	goal	that_no-gap_obj_no-emb
327	17	11	late	temporal_modifier	that_no-gap_obj_no-emb
328	17	12	at	temporal_modifier	that_no-gap_obj_no-emb
329	17	13	night	temporal_modifier	that_no-gap_obj_no-emb
330	17	15	.	End	that_no-gap_obj_no-emb
331	17	16	<eos>	End	that_no-gap_obj_no-emb
332	18	0	The	prefix	that_no-gap_obj_no-emb
333	18	1	colleagues	prefix	that_no-gap_obj_no-emb
334	18	2	realized	prefix	that_no-gap_obj_no-emb
335	18	3	that	that	that_no-gap_obj_no-emb
336	18	4	the	subj	that_no-gap_obj_no-emb
337	18	5	human	subj	that_no-gap_obj_no-emb
338	18	6	resources	subj	that_no-gap_obj_no-emb
339	18	7	officer	subj	that_no-gap_obj_no-emb
340	18	8	found	verb	that_no-gap_obj_no-emb
341	18	9	a	object	that_no-gap_obj_no-emb
342	18	10	spare	object	that_no-gap_obj_no-emb
343	18	11	computer	object	that_no-gap_obj_no-emb
344	18	12	cord	object	that_no-gap_obj_no-emb
345	18	13	for	to	that_no-gap_obj_no-emb
346	18	14	the	goal	that_no-gap_obj_no-emb
347	18	15	intern	goal	that_no-gap_obj_no-emb
348	18	16	yesterday	temporal_modifier	that_no-gap_obj_no-emb
349	18	18	.	End	that_no-gap_obj_no-emb
350	18	19	<eos>	End	that_no-gap_obj_no-emb
351	19	0	She	prefix	that_no-gap_obj_no-emb
352	19	1	said	prefix	that_no-gap_obj_no-emb
353	19	2	that	that	that_no-gap_obj_no-emb
354	19	3	the	subj	that_no-gap_obj_no-emb
355	19	4	five	subj	that_no-gap_obj_no-emb
356	19	5	star	subj	that_no-gap_obj_no-emb
357	19	6	general	subj	that_no-gap_obj_no-emb
358	19	7	awarded	verb	that_no-gap_obj_no-emb
359	19	8	a	object	that_no-gap_obj_no-emb
360	19	9	medal	object	that_no-gap_obj_no-emb
361	19	10	to	to	that_no-gap_obj_no-emb
362	19	11	the	goal	that_no-gap_obj_no-emb
363	19	12	fighter	goal	that_no-gap_obj_no-emb
364	19	13	pilot	goal	that_no-gap_obj_no-emb
365	19	14	over	temporal_modifier	that_no-gap_obj_no-emb
366	19	15	the	temporal_modifier	that_no-gap_obj_no-emb
367	19	16	weekend	temporal_modifier	that_no-gap_obj_no-emb
368	19	18	.	End	that_no-gap_obj_no-emb
369	19	19	<eos>	End	that_no-gap_obj_no-emb
370	20	0	We	prefix	that_no-gap_obj_no-emb
371	20	1	all	prefix	that_no-gap_obj_no-emb
372	20	2	know	prefix	that_no-gap_obj_no-emb
373	20	3	that	that	that_no-gap_obj_no-emb
374	20	4	the	subj	that_no-gap_obj_no-emb
375	20	5	journalist	subj	that_no-gap_obj_no-emb
376	20	6	put	verb	that_no-gap_obj_no-emb
377	20	7	his	object	that_no-gap_obj_no-emb
378	20	8	tape	object	that_no-gap_obj_no-emb
379	20	9	recorder	object	that_no-gap_obj_no-emb
380	20	10	on	to	that_no-gap_obj_no-emb
381	20	11	top	to	that_no-gap_obj_no-emb
382	20	12	of	to	that_no-gap_obj_no-emb
383	20	13	the	goal	that_no-gap_obj_no-emb
384	20	14	table	goal	that_no-gap_obj_no-emb
385	20	15	during	temporal_modifier	that_no-gap_obj_no-emb
386	20	16	the	temporal_modifier	that_no-gap_obj_no-emb
387	20	17	press	temporal_modifier	that_no-gap_obj_no-emb
388	20	18	conference	temporal_modifier	that_no-gap_obj_no-emb
389	20	20	.	End	that_no-gap_obj_no-emb
390	20	21	<eos>	End	that_no-gap_obj_no-emb
391	0	0	I	prefix	that_gap_obj_no-emb
392	0	1	know	prefix	that_gap_obj_no-emb
393	0	2	that	that	that_gap_obj_no-emb
394	0	3	your	subj	that_gap_obj_no-emb
395	0	4	friend	subj	that_gap_obj_no-emb
396	0	5	gave	verb	that_gap_obj_no-emb
397	0	6	to	to	that_gap_obj_no-emb
398	0	7	Mary	goal	that_gap_obj_no-emb
399	0	8	last	temporal_modifier	that_gap_obj_no-emb
400	0	9	weekend	temporal_modifier	that_gap_obj_no-emb
401	0	11	.	End	that_gap_obj_no-emb
402	0	12	<eos>	End	that_gap_obj_no-emb
403	1	0	The	prefix	that_gap_obj_no-emb
404	1	1	accountant	prefix	that_gap_obj_no-emb
405	1	2	wondered	prefix	that_gap_obj_no-emb
406	1	3	that	that	that_gap_obj_no-emb
407	1	4	the	subj	that_gap_obj_no-emb
408	1	5	secretary	subj	that_gap_obj_no-emb
409	1	6	introduced	verb	that_gap_obj_no-emb
410	1	7	to	to	that_gap_obj_no-emb
411	1	8	her	goal	that_gap_obj_no-emb
412	1	9	friend	goal	that_gap_obj_no-emb
413	1	10	last	temporal_modifier	that_gap_obj_no-emb
414	1	11	night	temporal_modifier	that_gap_obj_no-emb
415	1	13	.	End	that_gap_obj_no-emb
416	1	14	<eos>	End	that_gap_obj_no-emb
417	2	0	The	prefix	that_gap_obj_no-emb
418	2	1	assistant	prefix	that_gap_obj_no-emb
419	2	2	told	prefix	that_gap_obj_no-emb
420	2	3	me	prefix	that_gap_obj_no-emb
421	2	4	that	that	that_gap_obj_no-emb
422	2	5	the	subj	that_gap_obj_no-emb
423	2	6	pilot	subj	that_gap_obj_no-emb
424	2	7	sent	verb	that_gap_obj_no-emb
425	2	8	to	to	that_gap_obj_no-emb
426	2	9	his	goal	that_gap_obj_no-emb
427	2	10	family	goal	that_gap_obj_no-emb
428	2	11	when	temporal_modifier	that_gap_obj_no-emb
429	2	12	we	temporal_modifier	that_gap_obj_no-emb
430	2	13	landed	temporal_modifier	that_gap_obj_no-emb
431	2	15	.	End	that_gap_obj_no-emb
432	2	16	<eos>	End	that_gap_obj_no-emb
433	3	0	We	prefix	that_gap_obj_no-emb
434	3	1	discovered	prefix	that_gap_obj_no-emb
435	3	2	that	that	that_gap_obj_no-emb
436	3	3	the	subj	that_gap_obj_no-emb
437	3	4	witty	subj	that_gap_obj_no-emb
438	3	5	actor	subj	that_gap_obj_no-emb
439	3	6	told	verb	that_gap_obj_no-emb
440	3	7	about	to	that_gap_obj_no-emb
441	3	8	the	goal	that_gap_obj_no-emb
442	3	9	woman	goal	that_gap_obj_no-emb
443	3	10	during	temporal_modifier	that_gap_obj_no-emb
444	3	11	the	temporal_modifier	that_gap_obj_no-emb
445	3	12	party	temporal_modifier	that_gap_obj_no-emb
446	3	14	.	End	that_gap_obj_no-emb
447	3	15	<eos>	End	that_gap_obj_no-emb
448	4	0	The	prefix	that_gap_obj_no-emb
449	4	1	neighbors	prefix	that_gap_obj_no-emb
450	4	2	found	prefix	that_gap_obj_no-emb
451	4	3	out	prefix	that_gap_obj_no-emb
452	4	4	that	that	that_gap_obj_no-emb
453	4	5	the	subj	that_gap_obj_no-emb
454	4	6	young	subj	that_gap_obj_no-emb
455	4	7	woman	subj	that_gap_obj_no-emb
456	4	8	bought	verb	that_gap_obj_no-emb
457	4	9	for	to	that_gap_obj_no-emb
458	4	10	her	goal	that_gap_obj_no-emb
459	4	11	parents	goal	that_gap_obj_no-emb
460	4	12	in	temporal_modifier	that_gap_obj_no-emb
461	4	13	a	temporal_modifier	that_gap_obj_no-emb
462	4	14	rush	temporal_modifier	that_gap_obj_no-emb
463	4	16	.	End	that_gap_obj_no-emb
464	4	17	<eos>	End	that_gap_obj_no-emb
465	5	0	My	prefix	that_gap_obj_no-emb
466	5	1	friend	prefix	that_gap_obj_no-emb
467	5	2	knows	prefix	that_gap_obj_no-emb
468	5	3	that	that	that_gap_obj_no-emb
469	5	4	the	subj	that_gap_obj_no-emb
470	5	5	successful	subj	that_gap_obj_no-emb
471	5	6	architect	subj	that_gap_obj_no-emb
472	5	7	built	verb	that_gap_obj_no-emb
473	5	8	for	to	that_gap_obj_no-emb
474	5	9	her	goal	that_gap_obj_no-emb
475	5	10	mother	goal	that_gap_obj_no-emb
476	5	11	last	temporal_modifier	that_gap_obj_no-emb
477	5	12	year	temporal_modifier	that_gap_obj_no-emb
478	5	14	.	End	that_gap_obj_no-emb
479	5	15	<eos>	End	that_gap_obj_no-emb
480	6	0	The	prefix	that_gap_obj_no-emb
481	6	1	commissioner	prefix	that_gap_obj_no-emb
482	6	2	discovered	prefix	that_gap_obj_no-emb
483	6	3	that	that	that_gap_obj_no-emb
484	6	4	the	subj	that_gap_obj_no-emb
485	6	5	police	subj	that_gap_obj_no-emb
486	6	6	detective	subj	that_gap_obj_no-emb
487	6	7	handed	verb	that_gap_obj_no-emb
488	6	8	to	to	that_gap_obj_no-emb
489	6	9	the	goal	that_gap_obj_no-emb
490	6	10	man	goal	that_gap_obj_no-emb
491	6	11	in	goal	that_gap_obj_no-emb
492	6	12	the	goal	that_gap_obj_no-emb
493	6	13	trench	goal	that_gap_obj_no-emb
494	6	14	coat	goal	that_gap_obj_no-emb
495	6	15	just	temporal_modifier	that_gap_obj_no-emb
496	6	16	a	temporal_modifier	that_gap_obj_no-emb
497	6	17	few	temporal_modifier	that_gap_obj_no-emb
498	6	18	minutes	temporal_modifier	that_gap_obj_no-emb
499	6	19	ago	temporal_modifier	that_gap_obj_no-emb
500	6	21	.	End	that_gap_obj_no-emb
501	6	22	<eos>	End	that_gap_obj_no-emb
502	7	0	We	prefix	that_gap_obj_no-emb
503	7	1	all	prefix	that_gap_obj_no-emb
504	7	2	know	prefix	that_gap_obj_no-emb
505	7	3	that	that	that_gap_obj_no-emb
506	7	4	the	subj	that_gap_obj_no-emb
507	7	5	investor	subj	that_gap_obj_no-emb
508	7	6	lent	verb	that_gap_obj_no-emb
509	7	7	to	to	that_gap_obj_no-emb
510	7	8	his	goal	that_gap_obj_no-emb
511	7	9	daughter	goal	that_gap_obj_no-emb
512	7	10	after	temporal_modifier	that_gap_obj_no-emb
513	7	11	the	temporal_modifier	that_gap_obj_no-emb
514	7	12	housing	temporal_modifier	that_gap_obj_no-emb
515	7	13	market	temporal_modifier	that_gap_obj_no-emb
516	7	14	crashed	temporal_modifier	that_gap_obj_no-emb
517	7	16	.	End	that_gap_obj_no-emb
518	7	17	<eos>	End	that_gap_obj_no-emb
519	8	0	I	prefix	that_gap_obj_no-emb
520	8	1	know	prefix	that_gap_obj_no-emb
